Polydeg	StructuredMesh	Fluxo
   3.000000000000000   0.416813525546071   1.000000000000000
   4.000000000000000   0.451064647008597   1.000000000000000
   5.000000000000000   0.451276438728809   1.000000000000000
   6.000000000000000   0.460863083321214   1.000000000000000
   7.000000000000000   0.433871428428549   1.000000000000000
   8.000000000000000   0.415579833801725   1.000000000000000
   9.000000000000000   0.439342112652548   1.000000000000000
  10.000000000000000   0.430739377092587   1.000000000000000
  11.000000000000000   0.446204711521599   1.000000000000000
  12.000000000000000   0.444121868606610   1.000000000000000
  13.000000000000000   0.410300749098929   1.000000000000000
  14.000000000000000   0.474306845845184   1.000000000000000
  15.000000000000000   0.516876382213887   1.000000000000000
