Polydeg	StructuredMesh	Fluxo
   3.000000000000000   0.417572812236580   1.000000000000000
   4.000000000000000   0.456264720750616   1.000000000000000
   5.000000000000000   0.456322218784400   1.000000000000000
   6.000000000000000   0.468483859422205   1.000000000000000
   7.000000000000000   0.436424942490798   1.000000000000000
   8.000000000000000   0.418579144296928   1.000000000000000
   9.000000000000000   0.422332376562301   1.000000000000000
  10.000000000000000   0.431584616786746   1.000000000000000
  11.000000000000000   0.428805628300306   1.000000000000000
  12.000000000000000   0.426569528209423   1.000000000000000
  13.000000000000000   0.432252017770366   1.000000000000000
  14.000000000000000   0.453699955947559   1.000000000000000
  15.000000000000000   0.519934938264369   1.000000000000000
