Polydeg	StructuredMesh	Fluxo
   3.000000000000000   0.532322761205550   1.000000000000000
   4.000000000000000   0.578371656939629   1.000000000000000
   5.000000000000000   0.597113325661115   1.000000000000000
   6.000000000000000   0.620121107844609   1.000000000000000
   7.000000000000000   0.643243195185186   1.000000000000000
   8.000000000000000   0.634216024956536   1.000000000000000
   9.000000000000000   0.656409747598299   1.000000000000000
  10.000000000000000   0.699329014092208   1.000000000000000
  11.000000000000000   0.728596920340430   1.000000000000000
  12.000000000000000   0.713570527584678   1.000000000000000
  13.000000000000000   0.872847924597547   1.000000000000000
  14.000000000000000   0.724990799303612   1.000000000000000
  15.000000000000000   0.718269119676498   1.000000000000000
