Polydeg	StructuredMesh	Fluxo
   3.000000000000000   0.389841402705102   1.000000000000000
   4.000000000000000   0.392348134572061   1.000000000000000
   5.000000000000000   0.430531329912469   1.000000000000000
   6.000000000000000   0.433136162883137   1.000000000000000
   7.000000000000000   0.419280062441803   1.000000000000000
   8.000000000000000   0.423598776310039   1.000000000000000
   9.000000000000000   0.406787214263538   1.000000000000000
  10.000000000000000   0.397200147285500   1.000000000000000
  11.000000000000000   0.439715709093513   1.000000000000000
  12.000000000000000   0.480475346703156   1.000000000000000
  13.000000000000000   0.464795634973039   1.000000000000000
  14.000000000000000   0.433475012057937   1.000000000000000
  15.000000000000000   0.469744504747120   1.000000000000000
